0.0;110000;0.9903846153846154
1.0;120000;0.8930635838150289
2.0;310000;0.9903846153846154
3.0;500000;0.9903846153846154
5.0;130200;0.6821192052980133
6.0;130300;0.6384297520661157
7.0;130400;0.7038724373576309
8.0;130500;0.6717391304347826
9.0;130600;0.7573529411764706
10.0;130700;0.6450939457202505
11.0;130800;0.6371134020618556
12.0;130900;0.6821192052980133
13.0;131000;0.7374701670644391
14.0;131100;0.6477987421383647
15.0;140100;0.7253521126760564
16.0;140200;0.6331967213114754
17.0;140300;0.6280487804878049
19.0;140500;0.6204819277108434
20.0;140600;0.6192384769539078
21.0;140700;0.6616702355460385
22.0;140800;0.6702819956616052
23.0;140900;0.6410788381742739
24.0;141000;0.6384297520661157
25.0;141100;0.639751552795031
27.0;150200;0.64375
28.0;150300;0.6242424242424243
29.0;150400;0.6331967213114754
30.0;150500;0.618
32.0;UNKNOWN;0.6118811881188119
33.0;UNKNOWN;0.6204819277108434
34.0;UNKNOWN;0.6384297520661157
35.0;152200;0.6167664670658682
36.0;UNKNOWN;0.6344969199178645
37.0;152900;0.6155378486055777
38.0;210100;0.7219626168224299
39.0;210200;0.6990950226244343
40.0;210300;0.6331967213114754
41.0;210400;0.6204819277108434
42.0;210500;0.6255060728744939
43.0;210600;0.6242424242424243
44.0;210700;0.6293279022403259
45.0;210800;0.6331967213114754
46.0;210900;0.6280487804878049
47.0;211000;0.6167664670658682
48.0;211100;0.6267748478701826
49.0;211200;0.6082677165354331
51.0;211400;0.6255060728744939
52.0;220100;0.6616702355460385
53.0;220200;0.6229838709677419
54.0;220300;0.6082677165354331
55.0;220400;0.6217303822937625
56.0;220500;0.6082677165354331
57.0;220600;0.6242424242424243
58.0;220700;0.597678916827853
59.0;220800;0.6082677165354331
60.0;UNKNOWN;0.6130952380952381
61.0;UNKNOWN;0.7270588235294118
62.0;UNKNOWN;0.6118811881188119
63.0;230300;0.6229838709677419
64.0;230400;0.6229838709677419
65.0;230500;0.6255060728744939
66.0;230600;0.6130952380952381
67.0;360900;0.603515625
68.0;230800;0.6082677165354331
69.0;230900;0.6130952380952381
70.0;231000;0.6130952380952381
71.0;231100;0.6229838709677419
72.0;231200;0.6023391812865497
73.0;UNKNOWN;0.5841209829867675
74.0;320100;0.9537037037037037
75.0;320200;0.8559556786703602
76.0;320300;0.8396739130434783
77.0;320400;0.7725
78.0;341300;0.9716981132075472
79.0;320600;0.7536585365853659
80.0;320700;0.6673866090712743
82.0;320900;0.7038724373576309
83.0;321000;0.7152777777777778
84.0;321100;0.6746724890829694
85.0;331000;0.6791208791208792
86.0;321300;0.6546610169491526
87.0;330100;0.987220447284345
88.0;330200;0.911504424778761
89.0;330300;0.9008746355685131
90.0;330400;0.7902813299232737
91.0;330500;0.6602564102564102
92.0;330600;0.7270588235294118
93.0;330700;0.7822784810126582
94.0;330800;0.6464435146443515
95.0;330900;0.6331967213114754
96.0;331009;0.7202797202797203
97.0;331100;0.6371134020618556
98.0;340100;0.8396739130434783
99.0;340200;0.6959459459459459
100.0;340300;0.653276955602537
101.0;340400;0.6424116424116424
102.0;UNKNOWN;0.639751552795031
103.0;340600;0.6229838709677419
104.0;340700;0.6255060728744939
105.0;340800;0.6851441241685144
106.0;341000;0.6192384769539078
107.0;341100;0.6384297520661157
108.0;341200;0.7842639593908629
109.0;341309;0.7038724373576309
111.0;341600;0.7022727272727273
112.0;341700;0.6293279022403259
113.0;341800;0.6344969199178645
114.0;350100;0.8131578947368421
115.0;350200;0.9478527607361963
116.0;350300;0.6851441241685144
117.0;350400;0.639751552795031
118.0;350500;0.7357142857142858
119.0;350600;0.6464435146443515
120.0;350700;0.639751552795031
121.0;350800;0.6267748478701826
122.0;350900;0.6450939457202505
123.0;360100;0.8025974025974026
124.0;360200;0.6267748478701826
125.0;360300;0.6293279022403259
126.0;360400;0.6746724890829694
127.0;360500;0.6280487804878049
128.0;360600;0.6371134020618556
129.0;360700;0.6702819956616052
130.0;UNKNOWN;0.6491596638655462
131.0;360909;0.6717391304347826
132.0;350109;0.6574468085106383
133.0;361100;0.6702819956616052
134.0;370100;0.7803030303030303
135.0;370200;0.7902813299232737
136.0;370300;0.673202614379085
137.0;370400;0.6518987341772152
138.0;370500;0.6505263157894737
139.0;370600;0.7070938215102975
140.0;370700;0.7169373549883991
141.0;370800;0.688195991091314
142.0;UNKNOWN;0.6645161290322581
143.0;371000;0.665948275862069
144.0;371100;0.6424116424116424
145.0;371300;0.7270588235294118
146.0;371400;0.6746724890829694
147.0;371500;0.6959459459459459
148.0;371600;0.6616702355460385
149.0;371700;0.7536585365853659
150.0;410100;0.9363636363636364
151.0;410200;0.7152777777777778
152.0;410300;0.75
153.0;410400;0.7038724373576309
154.0;410500;0.673202614379085
155.0;410600;0.6217303822937625
156.0;410700;0.6943820224719102
157.0;410800;0.6546610169491526
158.0;410900;0.6616702355460385
159.0;411000;0.7006802721088435
161.0;411200;0.64375
162.0;411300;0.8559556786703602
163.0;411400;0.762962962962963
164.0;411500;0.824
165.0;411600;0.8046875
166.0;411700;0.8089005235602095
168.0;420100;0.7103448275862069
171.0;420500;0.6574468085106383
173.0;420700;0.6306122448979592
174.0;420800;0.7862595419847328
175.0;420900;0.7427884615384616
176.0;421000;0.7862595419847328
177.0;421100;0.7136258660508084
178.0;421200;0.6546610169491526
179.0;421300;0.6602564102564102
180.0;UNKNOWN;0.6776315789473685
182.0;430100;0.9251497005988024
