1100;11;97
1200;12;96
3100;31;99
5000;50;94
1301;13;97
1302;13;97
1303;13;96
1304;13;98
1305;13;98
1306;13;96
1307;13;96
1308;13;95
1309;13;97
1310;13;97
1311;13;98
1401;14;97
1402;14;96
1403;14;96
1404;14;95
1405;14;95
1406;14;94
1407;14;95
1408;14;96
1409;14;95
1410;14;94
1501;15;95
1502;15;94
1503;15;86
1504;15;96
1505;15;96
1522;15;97
1525;15;94
1529;15;83
2101;21;97
2102;21;99
2103;21;98
2104;21;97
2105;21;96
2106;21;98
2107;21;97
2108;21;97
2109;21;97
2110;21;96
2111;21;97
2112;21;97
2113;21;97
2114;21;97
2201;22;99
2202;22;99
2203;22;97
2204;22;98
2205;22;98
2206;22;97
2207;22;97
2208;22;97
2224;22;99
2301;23;98
2302;23;98
2303;23;99
2304;23;97
2305;23;97
2306;23;98
2307;23;97
2308;23;98
2309;23;96
2310;23;97
2311;23;98
2312;23;98
2327;23;94
3201;32;99
3202;32;98
3203;32;98
3204;32;99
3205;32;99
3206;32;99
3207;32;99
3209;32;98
3210;32;99
3211;32;98
3212;32;98
3213;32;99
3301;33;99
3302;33;97
3303;33;97
3304;33;98
3305;33;98
3306;33;98
3307;33;95
3308;33;97
3309;33;98
3310;33;99
3311;33;98
3401;34;98
3402;34;99
3403;34;99
3404;34;98
3405;34;98
3406;34;97
3407;34;99
3408;34;99
3410;34;99
3411;34;99
3412;34;99
3413;34;99
3415;34;99
3416;34;99
3417;34;99
3418;34;99
3501;35;96
3502;35;97
3503;35;98
3504;35;99
3505;35;97
3506;35;96
3507;35;100
3508;35;96
3509;35;99
3601;36;100
3602;36;98
3603;36;98
3604;36;99
3605;36;97
3606;36;98
3607;36;98
3608;36;99
3609;36;99
3610;36;99
3611;36;98
3701;37;97
3702;37;99
3703;37;97
3704;37;96
3705;37;97
3706;37;98
3707;37;98
3708;37;98
3709;37;97
3710;37;99
3711;37;98
3712;37;96
3713;37;98
3714;37;96
3715;37;98
3716;37;98
3717;37;98
4101;41;97
4102;41;97
4103;41;98
4104;41;97
4105;41;97
4106;41;98
4107;41;97
4108;41;98
4109;41;98
4110;41;98
4111;41;98
4112;41;95
4113;41;97
4114;41;97
4115;41;99
4116;41;98
4117;41;99
4201;42;96
4202;42;96
4203;42;93
4205;42;95
4207;42;94
4208;42;95
4209;42;96
4210;42;94
4211;42;97
4212;42;96
4213;42;96
4228;42;93
4301;43;97
4302;43;97
4303;43;93
4304;43;93
4305;43;92
4306;43;97
4307;43;94
4308;43;96
4309;43;96
4310;43;97
4311;43;91
4312;43;92
4313;43;92
4331;43;93
4401;44;92
4402;44;97
4403;44;96
4404;44;96
4405;44;97
4406;44;93
4407;44;89
4408;44;77
4409;44;79
4412;44;91
4413;44;93
4414;44;98
4415;44;95
4416;44;97
4417;44;91
4418;44;95
4419;44;92
4420;44;92
4451;44;98
4452;44;95
4453;44;87
4501;45;92
4502;45;91
4503;45;92
4504;45;90
4505;45;85
4506;45;87
4507;45;91
4508;45;92
4509;45;84
4601;46;82
4602;46;82
5101;51;92
5103;51;92
5104;51;89
5105;51;90
5106;51;95
5107;51;93
5108;51;94
5109;51;93
5110;51;94
5111;51;92
5113;51;94
5114;51;92
5115;51;95
5116;51;95
5117;51;99
5118;51;88
5119;51;98
5120;51;95
5132;51;80
5133;51;85
5134;51;90
5201;52;90
5202;52;89
5203;52;94
5204;52;90
5301;53;91
5303;53;89
5304;53;88
5323;53;89
5325;53;88
5326;53;87
5328;53;90
5329;53;90
5331;53;92
5333;53;88
5334;53;82
5401;54;88
5421;54;0
5422;54;0
5423;54;0
5424;54;0
5425;54;9
5426;54;0
6101;61;90
6102;61;92
6103;61;91
6104;61;89
6105;61;94
6106;61;90
6107;61;95
6108;61;89
6109;61;93
6201;62;84
6202;62;84
6203;62;85
6204;62;85
6205;62;84
6229;62;82
6230;62;80
6301;63;86
6321;63;0
6322;63;81
6323;63;39
6325;63;81
6326;63;37
6327;63;42
6401;64;86
6402;64;87
6403;64;83
6501;65;82
6502;65;83
6521;65;0
6522;65;0
6523;65;82
6527;65;80
6528;65;81
6529;65;84
6530;65;57
6531;65;87
6532;65;86
6540;65;86
6542;65;83
6543;65;86
