1100;11;33476.0
1200;12;10292.0
3100;31;18053.0
5000;50;15250.0
1301;13;3757.0
1302;13;6221.0
1303;13;5707.0
1304;13;2719.0
1305;13;228.0
1306;13;3663.0
1307;13;6467.0
1308;13;0.0
1309;13;3292.0
1310;13;9426.0
1311;13;146.0
1401;14;3308.0
1402;14;3054.0
1403;14;0.0
1404;14;369.0
1405;14;141.0
1406;14;5.0
1407;14;293.0
1408;14;336.0
1409;14;1270.0
1410;14;221.0
1501;15;3852.0
1502;15;2.0
1503;15;3624.0
1504;15;872.0
1505;15;1010.0
1522;15;950.0
1525;15;3167.0
1529;15;3285.0
2101;21;5390.0
2102;21;1246.0
2103;21;127.0
2104;21;0.0
2105;21;0.0
2106;21;0.0
2107;21;1214.0
2108;21;23.0
2109;21;348.0
2110;21;0.0
2111;21;613.0
2112;21;2475.0
2113;21;106.0
2114;21;5500.0
2201;22;3262.0
2202;22;544.0
2203;22;2327.0
2204;22;0.0
2205;22;49.0
2206;22;6.0
2207;22;606.0
2208;22;386.0
2224;22;305.0
2301;23;6169.0
2302;23;1098.0
2303;23;8.0
2304;23;0.0
2305;23;0.0
2306;23;1165.0
2307;23;0.0
2308;23;1170.0
2309;23;2.0
2310;23;327.0
2311;23;293.0
2312;23;39.0
2327;23;0.0
3201;32;4424.0
3202;32;801.0
3203;32;770.0
3204;32;262.0
3205;32;6097.0
3206;32;0.0
3207;32;25.0
3209;32;223.0
3210;32;25.0
3211;32;12.0
3212;32;3.0
3213;32;37.0
3301;33;6008.0
3302;33;858.0
3303;33;962.0
3304;33;0.0
3305;33;541.0
3306;33;0.0
3307;33;280.0
3308;33;1917.0
3309;33;0.0
3310;33;55.0
3311;33;13.0
3401;34;1987.0
3402;34;1054.0
3403;34;758.0
3404;34;0.0
3405;34;772.0
3406;34;343.0
3407;34;313.0
3408;34;670.0
3410;34;0.0
3411;34;2177.0
3412;34;511.0
3413;34;845.0
3415;34;98.0
3416;34;38.0
3417;34;0.0
3418;34;374.0
