0.0;110000;610
1.0;120000;498
2.0;310000;605
3.0;500000;612
5.0;130200;272
6.0;130300;218
7.0;130400;339
8.0;130500;290
9.0;130600;377
10.0;130700;238
11.0;130800;213
12.0;130900;283
13.0;131000;345
14.0;131100;248
15.0;140100;361
16.0;140200;210
17.0;140300;194
19.0;140500;194
20.0;140600;195
21.0;140700;242
22.0;140800;272
23.0;140900;205
24.0;141000;227
25.0;141100;209
27.0;150200;226
28.0;150300;186
29.0;150400;206
30.0;150500;198
32.0;UNKNOWN;193
33.0;UNKNOWN;187
34.0;UNKNOWN;191
35.0;152200;193
36.0;UNKNOWN;184
37.0;152900;180
38.0;210100;331
39.0;210200;297
40.0;210300;209
41.0;210400;205
42.0;210500;194
43.0;210600;199
44.0;210700;207
45.0;210800;201
46.0;210900;199
47.0;211000;201
48.0;211100;196
49.0;211200;195
51.0;211400;214
52.0;220100;261
53.0;220200;207
54.0;220300;199
55.0;220400;196
56.0;220500;198
57.0;220600;199
58.0;220700;195
59.0;220800;192
60.0;UNKNOWN;200
61.0;UNKNOWN;323
62.0;UNKNOWN;198
63.0;230300;195
64.0;230400;189
65.0;230500;189
66.0;230600;192
67.0;360900;191
68.0;230800;190
69.0;230900;191
70.0;231000;192
71.0;231100;189
72.0;231200;193
73.0;UNKNOWN;190
74.0;320100;520
75.0;320200;463
76.0;320300;449
77.0;320400;362
78.0;341300;538
79.0;320600;376
80.0;320700;277
82.0;320900;297
83.0;321000;329
84.0;321100;266
85.0;331000;276
86.0;321300;239
87.0;330100;562
88.0;330200;467
89.0;330300;503
90.0;330400;383
91.0;330500;244
92.0;330600;332
93.0;330700;415
94.0;330800;213
95.0;330900;201
96.0;331009;375
97.0;331100;205
98.0;340100;484
99.0;340200;292
100.0;340300;213
101.0;340400;203
102.0;UNKNOWN;204
103.0;340600;201
104.0;340700;196
105.0;340800;295
106.0;341000;198
107.0;341100;213
108.0;341200;348
109.0;341309;272
111.0;341600;274
112.0;341700;196
113.0;341800;196
114.0;350100;491
115.0;350200;515
116.0;350300;272
117.0;350400;203
118.0;350500;394
119.0;350600;227
120.0;350700;209
121.0;350800;204
122.0;350900;220
123.0;360100;482
124.0;360200;199
125.0;360300;205
126.0;360400;284
127.0;360500;199
128.0;360600;254
129.0;360700;275
130.0;UNKNOWN;251
131.0;360909;289
132.0;350109;266
133.0;361100;279
134.0;370100;425
135.0;370200;430
136.0;370300;280
137.0;370400;233
138.0;370500;229
139.0;370600;315
140.0;370700;329
141.0;370800;319
142.0;UNKNOWN;259
143.0;371000;244
144.0;371100;208
145.0;371300;316
146.0;371400;267
147.0;371500;272
148.0;371600;221
149.0;371700;362
150.0;410100;538
151.0;410200;301
152.0;410300;381
153.0;410400;274
154.0;410500;267
155.0;410600;194
156.0;410700;308
157.0;410800;233
158.0;410900;244
159.0;411000;278
161.0;411200;211
162.0;411300;479
163.0;411400;398
164.0;411500;350
165.0;411600;423
166.0;411700;376
168.0;420100;414
171.0;420500;234
173.0;420700;189
174.0;420800;289
175.0;420900;289
176.0;421000;309
177.0;421100;292
178.0;421200;235
179.0;421300;210
180.0;UNKNOWN;233
182.0;430100;531
183.0;430200;271
184.0;430300;228
185.0;430400;279
186.0;430500;301
187.0;430600;310
188.0;430700;293
189.0;430800;197
190.0;430900;242
191.0;431000;226
192.0;431100;235
193.0;431200;264
194.0;431300;254
195.0;UNKNOWN;211
196.0;440100;601
197.0;440200;203
198.0;440300;590
199.0;440400;370
200.0;440500;230
201.0;440600;403
202.0;440700;228
203.0;440800;222
204.0;440900;189
205.0;441200;200
206.0;441300;340
207.0;441400;201
208.0;441500;181
209.0;441600;194
210.0;441700;190
211.0;441800;211
212.0;441900;444
213.0;442000;309
214.0;445100;196
215.0;445200;199
216.0;445300;187
217.0;450100;409
218.0;450200;235
219.0;450300;375
220.0;450400;192
221.0;450500;277
222.0;450600;204
223.0;450700;193
224.0;450800;201
225.0;450900;202
226.0;451000;205
227.0;451100;195
228.0;451200;198
231.0;460100;401
232.0;460200;412
235.0;510100;612
236.0;510300;229
237.0;510400;202
238.0;510500;248
239.0;510600;244
240.0;510700;315
241.0;510800;240
242.0;510900;238
243.0;511000;238
244.0;511100;231
245.0;511300;348
246.0;511400;222
247.0;511500;245
248.0;UNKNOWN;257
249.0;511700;297
250.0;UNKNOWN;206
251.0;511900;252
252.0;512000;220
253.0;UNKNOWN;191
254.0;UNKNOWN;177
255.0;UNKNOWN;197
256.0;520100;434
257.0;520200;219
258.0;520300;297
259.0;520400;220
260.0;520500;250
261.0;520600;234
262.0;522300;211
263.0;522600;247
264.0;522700;255
265.0;530100;558
266.0;530300;218
267.0;530400;198
268.0;530500;199
269.0;530600;208
270.0;530700;212
272.0;530900;195
273.0;UNKNOWN;200
274.0;UNKNOWN;199
275.0;UNKNOWN;198
276.0;UNKNOWN;225
277.0;UNKNOWN;214
278.0;UNKNOWN;194
279.0;533300;151
280.0;533400;168
281.0;UNKNOWN;189
286.0;542500;31
288.0;UNKNOWN;598
289.0;610200;192
290.0;610300;259
291.0;610400;342
292.0;610500;307
293.0;UNKNOWN;199
294.0;610700;256
295.0;450909;213
296.0;610900;248
297.0;611000;205
298.0;620100;306
299.0;620200;188
300.0;620300;189
301.0;620400;197
302.0;620500;227
303.0;620600;187
304.0;620700;188
305.0;620800;204
306.0;620900;189
307.0;621000;202
308.0;621100;201
309.0;621200;207
310.0;UNKNOWN;185
311.0;UNKNOWN;178
312.0;630100;239
314.0;UNKNOWN;139
316.0;632500;148
317.0;632600;53
318.0;632700;69
319.0;632800;181
320.0;640100;269
322.0;640300;194
323.0;640400;187
325.0;UNKNOWN;299
326.0;650200;181
329.0;UNKNOWN;175
330.0;652700;159
331.0;652800;184
332.0;UNKNOWN;179
333.0;653000;119
334.0;653100;183
335.0;653200;158
336.0;UNKNOWN;183
337.0;UNKNOWN;156
338.0;654300;151
